company_name,job_title,career_level,deadline,apply_url,tech_stacks,requirements,preferences,responsibilities,team_culture,benefits
슈프리마,AI 카메라 임베디드 웹서버 개발자,경력 3-7년,2026.05.31,https://www.wanted.co.kr/wd/334587,"AI Coding Agent, 임베디드 리눅스","• 컴퓨터 과학 또는 기타 관련 교육의 공학 학사 또는 석사 학위
• AI Coding Agent 활용
• 헌신적인 팀 플레이어
• 학력 : 학사 이상
• 경력 : 3년 이상 ~ 7년 이하",공고문 내 명시 없음,"• AI 카메라(Security Cameras) 제품 개발
• Vision AI 플러그인(Plugin) 소프트웨어 개발 및 배포
• 크로스 플랫폼 호환성 유지 및 성능 최적화
• 동적 라이브러리(dll, so) 설계 및 구현
• 컴퓨터 비전 및 딥러닝 기반 분석 애플리케이션 개발","• 프로젝트 중심으로 일합니다.
• 서로 도우면서 일 합니다.
• 주 1회 부서 전체 미팅을 진행 하고 공유합니다.
• 지식공유를 통한 모두의 성장을 목표로 업무를 수행합니다.
• 세계 최고를 목표로 도전적으로 목표를 설정하고 이를 달성하기 위해 치열하게 노력합니다.","• 자기계발지원
• 연봉상위1%
• 커피·스낵바
• 인원 급성장
• 유망산업
• 설립10년이상
• AI 선도 기업"
코딧(CODITCorp.),웹 크롤링(스크래핑) 개발자 (2년 이상),경력 2-20년,상시채용,https://www.wanted.co.kr/wd/94220,"MySQL, PyTorch, Redis, Node.js, Python, Docker, ElasticSearch, ES6, Kubernetes, Apache Airflow","• 웹 사이트 크롤링(스크래핑) 개발 및 운영 경험 2년 이상
• Apache Airflow를 이용하여 크롤러 스케줄링 및 운영 경험
• Nodejs, Express를 이용한 API 서버 개발 경험
• RDB(MySql), Nosql 설계 및 개발 가능
• ELK를 이용하여 데이터 인덱싱 또는 API 연동 경험
• Javascript(ES6 이상), 타입스크립트, 파이썬 개발 능력 보유
• HTML5, CSS3, 웹 표준의 이해가 높음",공고문 내 명시 없음,"• 다양한 데이터 소스로부터 데이터를 수집하고 가공하는 웹 크롤러 및 데이터 파이프라인 개발
• 클라우드 서비스(AWS)를 활용하여 데이터 인프라 구축 및 자동화
• 인프라 및 파이프라인 모니터링, 장애 해결 및 성능 개선
• API 서버 개발","• 스프린트 단위로 업무 진행 및 리뷰
• 사내 스터디와 다양한 교육 프로그램 지원","• 자유로운휴가
• 커피·스낵바
• 보너스
• 장비지원
• 편의시설
• 스톡옵션
• 식대지원
• 매쉬업벤처스 투자기업
• AI 선도 기업"
소서티,웹 서비스 백엔드 개발자,경력 5년 이상,상시채용,https://www.wanted.co.kr/wd/357931,"Java, Kotlin, Spring Boot, JPA, MyBatis, MySQL, PostgreSQL, AWS, GitHub Actions","경력 5년 이상
대학교졸업(4년)이상
Java 또는 Kotlin 기반 Spring Boot 개발 경험
JPA 또는 MyBatis 기반 데이터 접근 경험
RDBMS (MySQL 또는 PostgreSQL) 데이터베이스 운영 경험
팀 협업 및 커뮤니케이션 능력 보유",공고문 내 명시 없음,"백엔드 시스템 설계 및 개발
데이터베이스 구축 및 관리
RESTful API 개발 및 유지보수
클라우드 환경 서버 운영
성능 최적화 및 문제 해결",공고문 내 명시 없음,"합격보상: 지원자, 추천인 각 현금 50만원"
퍼니랜드,웹개발자,경력 2-7년,상시채용,https://www.wanted.co.kr/wd/349397,"React.js,TanStack Query,zustand,tailwindcss","* 코어: React.js
* 상태 관리: TanStack Query, zustand
* 스타일링: tailwindcss
* CI/CD 파이프라인 구축 경험",공고문 내 명시 없음,"* 매출 데이터 수집 및 분석 구조 설계
* 점주용/관리자용 웹 시스템 개발
* 향후 온라인 확장(플랫폼화) 기반 설계를 함께 만들어갈 개발자분을 모십니다.",공고문 내 명시 없음,"합격보상
지원자, 추천인 각 현금 50만원"
클라썸,웹(React) 개발자,경력 2년 이상,상시채용,https://www.wanted.co.kr/wd/349729,"HTML, CSS, TypeScript, React, Tanstack Query","• HTML, CSS, TypeScript에 능숙한 분
• React를 이용한 UI 개발과 Tanstack Query를 이용한 서버 상태 관리 경험이 있는 분
• Git을 통한 버전 관리에 능숙한 분
• 스스로의 목표와 일정을 관리할 수 있는 분
• 배움에 대한 열정을 갖고, 지속적이고 효과적으로 피드백을 주고 받는 분",공고문 내 명시 없음,"• 커넥트의 빠른 성장에 따른 확장성 있고 생산성 있는 웹 개발
• 다양한 디바이스 환경을 고려한 반응형 웹 개발",공고문 내 명시 없음,"• 병역특례 지원 가능
• 합격보상: 지원자, 추천인 각 현금 50만원
• 건강검진지원
• 자기계발지원"
111퍼센트,웹 서버 개발자,경력 3년 이상,상시채용,https://www.wanted.co.kr/wd/359687,"TypeScript, Node.js, Git, GCP, AWS","- 관련 경력 3년 이상 또는 그에 준하는 뛰어난 역량
- TypeScript와 Node.js를 활용한 웹 서비스 개발에 능숙
- Git을 능숙하게 사용하여 버전 관리 및 협업 프로젝트 진행 가능
- 주어진 요구사항 분석 및 문제 해결 능력
- 라이브 서비스 운영 경험 및 문제 발생 시 신속 대응 가능
- GCP, AWS 등 Public Cloud 환경에서 서비스 설계, 구축, 운영 경험",공고문 내 명시 없음,"- 인하우스툴 유지보수
- 공통 서비스 아키텍처 설계
- 전사 공용 서비스 개발 및 유지보수
- AI 활용 신규 서비스 서버 개발
- 제공 기술 및 서비스 문서화","- 기술적 난관 앞에서 해결책을 찾아가는 과정을 즐기는 분
- 동료들과 적극적인 소통을 통해 아이디어를 공유하고 문제를 해결하는 것을 선호하는 분
- 새로운 지식 습득에 대한 열정과 긍정적인 기술적 영향력을 전파하고 싶은 분","- 합격보상: 지원자, 추천인 각 현금 50만원
- 건강검진지원
- 커피·스낵바
- 식대지원
- 육아휴직
- 적극 채용 중
- AI 선도 기업"
엔에스에이치씨(NSHC),모바일 앱 보안 솔루션 신입 개발자,신입,상시채용,https://www.wanted.co.kr/wd/359463,"iOS, C/C++, Swift, Python","• iOS 및 앱 구조에 대한 이해
• C/C++, Swift, Python 등 하나 이상의 언어 경험
• 디버깅, 리버싱 (IDA, Ghidra 등) 경험
• 후킹, 바이너리 분석, 난독화에 대한 관심
• 간단한 분석 도구나 자동화 스크립트 작성 경험",공고문 내 명시 없음,"• 모바일 앱 보호 기술 개발 (난독화, 위변조 방지, 런타임 보호)
• 공격 시나리오 기반 취약점 분석 및 대응
• 반복 분석 작업 자동화 및 내부 도구 개발
• 실제 공격 사례를 기반으로 한 기술 개선",공고문 내 명시 없음,"• 건강검진지원
• 장비지원
• 자기계발지원
• 커피·스낵바"
헬스커넥트,모바일 앱 개발자,경력 2-8년,2026.05.29,https://www.wanted.co.kr/wd/353836,"Flutter, Android, Kotlin, iOS, Swift","• Flutter를 활용한 Android / iOS 크로스플랫폼 앱 개발 경력
• Android (Kotlin) 또는 iOS (Swift) 네이티브 모듈 개발 경력
• 웹뷰/네이티브 통신 브릿지 개발 경력
• Flutter Plugin 설계 및 제작 (Platform Channel, Pigeon 등) 경력
• Samsung Health, Apple HealthKit 등 헬스케어 플랫폼 연동 모듈 개발 경력
• 의료·헬스케어 디바이스와의 통신 모듈 개발 경력
• 코드 품질 관리 및 테스트 자동",공고문 내 명시 없음,"• Flutter 기반 크로스플랫폼 앱 개발과 Android / iOS 네이티브 개발을 담당합니다.
• 헬스케어 디바이스 및 플랫폼과의 연동 모듈을 직접 설계·개발하며, 실 서비스에 바로 적용되는 핵심 기술을 담당하는 포지션입니다.",공고문 내 명시 없음,"• 자기계발지원
• 커피·스낵바
• 편의시설
• 건강검진지원
• 보너스
• 유급휴가
• 자유로운휴가"
슈퍼컴퍼니,모바일 앱 개발자,경력 5-20년,상시채용,https://www.wanted.co.kr/wd/328012,"Native, Flutter","경력 5년~20년
1. 새로운 기술 습득과 적용에 거부감이 없으신 분
2. 블록체인 서비스에 비전을 느끼시는 분
3. 문제 발생 시 커뮤니케이션을 통해 해결책을 찾을 수 있으신 분",공고문 내 명시 없음,"1. 운영 중인 모바일 APP(Android/iOS)의 개발 및 유지 보수
2. 신규 서비스 모바일 APP 작업(Native)
3. 모바일 App 퍼포먼스 개선",공고문 내 명시 없음,"커피·스낵바
장비지원
보너스
자기계발지원
식대지원
휴가비"
테일크루(Talecrew),모바일 & 백엔드 개발자,경력 1-5년,상시채용,https://www.wanted.co.kr/wd/348058,"AWS, RDBMS, NoSQL, Claude Code, Codex","• 모바일 앱 개발 경력 2년 이상 (네이티브 또는 크로스 플랫폼 무관), 앱 아키텍처 및 상태 관리 패턴에 대한 구조적 이해
• 백엔드 API 설계 및 운영 경력 3년 이상 (언어/프레임워크 무관), 데이터 모델링과 시스템 간 연동 설계 경험
• RDBMS·NoSQL의 특성을 이해하고 상황에 맞게 선택할 수 있는 판단력, 특정 기술보다 시스템 전체를 보는 설계 관점
• 모호한 상황에서 문제를 스스로 정의하고, 가설을 세워 검증하며, 실행까지 주도한 경험
• 최신 개발 도구를 실무에 적극 활용한 경험.",공고문 내 명시 없음,"• 글로벌 모바일 앱 설계 및 서비스 고도화 (KR/JP/TW/US 다국어 지원)
• 백엔드 API 아키텍처 설계, 어드민 시스템 구축 및 데이터 파이프라인 연동
• AWS 환경에서의 인프라 안정화 및 성능 최적화
• 최신 개발 도구를 활용한 워크플로우 설계 및 개선",최고의 환경에서 최고의 동료들과 압도적인 임팩트를 함께 만들어나갈 분을 찾고 있습니다.,"합격보상: 지원자, 추천인 각 현금 50만원"
마임하임,모바일 앱 및 결제 플랫폼 API 연동 개발자,경력 3-7년,상시채용,https://www.wanted.co.kr/wd/354931,"Flutter, React Native","모바일 앱 개발 및 API 설계/연동 실무 경력 3년 이상
B2B 파트너사 연동 SDK 개발 및 통합 테스트 경험",크로스 플랫폼 또는 네이티브 앱 풀스택 개발 가능,"REST API 서버 및 운영자용 대시보드 백엔드 구축
백그라운드 상태에서 위치를 인식해 자동 실행(Wake-up)시키는 스마트폰 앱(Android/iOS) 개발
파트너사 앱 연동을 위한 SDK(Software Development Kit) 개발",공고문 내 명시 없음,"합격보상: 지원자, 추천인 각 현금 50만원"
에버엑스,[Maker 1팀]안드로이드 모바일 개발자,경력 3-8년,상시채용,https://www.wanted.co.kr/wd/341677,"Java,Kotlin","• 4년제 이공계열 또는 그에 준하는 지식을 갖춘 분
• Java/Kotlin 언어로 Android 제품 개발에 참여해본 분
• 유관 부서와 유연한 사고로 원활하게 소통하고 협업을 즐기시는 분",공고문 내 명시 없음,"• 2D카메라와 PoseEstimation 모델을 활용하여 사용자의 관절가동범위 및 행동패턴 파악
• 키오스크 셋톱박스에서 제공하는 Android 어플리케이션 고도화 개발
• 태블릿/스마트폰에서도 사용되는 모바일 어플리케이션 개발
• 기대 하는 아웃풋
3개월: Flexum 제품의 안정적인 공급 지원
6개월: Flexum외 Android 검사 프로젝트에 대한 개발 및 지원",공고문 내 명시 없음,"• 커피·스낵바
• 자기계발지원
• 워크샵"
딥파인,안드로이드 개발자,경력 3-15년,상시채용,https://www.wanted.co.kr/wd/359618,"Kotlin, Jetpack Compose, MVVM, MVI","전문학사 이상
Kotlin 기반 Android 개발 3년 이상
Jetpack Compose에 대한 깊은 이해와 실무 활용 경험
MVVM/MVI 등 Modern Android Architecture에 대한 이해 및 적용 경험",공고문 내 명시 없음,"Android 모바일/태블릿/스마트글래스 Application 개발
자사 Android 서비스 플랫폼 개발 및 유지보수
서비스 품질 향상을 위한 새로운 기술 도입, 프로젝트 구조 개선 및 성능 최적화 작업",XR 기술을 활용하여 새로운 메타버스 생태계를 구축하는 자부심을 가지고 함께하는 성장에 가치를 느끼고 싶은 분 환영,"자기계발지원
커피·스낵바
50명이하
설립4~9년
인원 급성장
연봉 업계평균이상
보너스
건강검진지원
유망산업
편의시설
유연근무"
위버스마인드,"AI 기반 학습앱 Android, Flutter 개발자 (3년 이상)",경력 3년 이상,상시채용,https://www.wanted.co.kr/wd/330372,"Android Java,Kotlin,Flutter,HTTP,Git,Firebase,MVVM,Jetpack,Riverpod,BloC,dio,retrofit,freezed,Cursor,Claude Code,Codex","• Android Java/Kotlin/Flutter 기반 경력 3년 이상
• Agentic AI 기반 개발에 익숙하신 분",공고문 내 명시 없음,• 오픈 마켓용 AI 기반 학습앱 신규 개발 및 기존 학습앱 유지보수,"• 커피·스낵바
• 식대지원
• 51~300명
• 인원 급성장
• 설립10년이상
• 연봉 업계평균이상
• 유망산업
• AI 선도 기업","• 합격보상: 지원자, 추천인 각 현금 50만원"
글로벌머니익스프레스,Android 개발자(Kotlin),경력 3-15년,상시채용,https://www.wanted.co.kr/wd/349440,"Kotlin, Android SDK, Git","• iOS 앱 개발 경력 3년 이상 ~ 15년 미만
• Kotlin 및 Android SDK에 대한 깊은 이해
• 버전 관리(Git) 및 코드 협업 경험
• 다양한 직군과의 원활한 커뮤니케이션 역량
• 사용자 경험 중심의 개발 마인드
• Claude, codex 등 AI 에이전트 활용 능력","• 외국어 능통자 우대
• 우대 언어: 영어","• 글로벌 송금 앱의 Android 클라이언트 개발 및 유지보수
• 앱 성능 개선 및 버그 수정
• 프로덕트/디자인/서버 개발팀과의 협업을 통한 신규 서비스 기능 설계 및 구현
• 코드 리뷰 및 테스트를 통한 품질 관리
• 사용자 중심의 UX를 고려한 UI 구현 및 기능 개발
• 최신 Android 기술 및 트렌드 반영을 통한 코드 개선 및 품질 향상","• 고객 중심 서비스: 고객의 만족을 최우선으로 하여 지속적인 서비스 개선을 추구합니다.
• 혁신적인 기술: 최신 기술을 활용하여 고객의 요구에 맞춘 맞춤형 솔루션을 제공합니다.","• 합격보상: 지원자, 추천인 각 현금 50만원
• 사내동호회
• 자기계발지원
• 보너스
• 육아휴직
• 닉네임사용
• 커피·스낵바
• 편의시설
• 자유로운휴가
• 외국인 지원 가능"
보이저엑스(VoyagerX),안드로이드 개발자,신입-경력 3~5년,상시채용,https://www.wanted.co.kr/wd/82181,"Android, Java, Kotlin","• 개발을 좋아함
• 수학을 좋아함
• 딥러닝에 관심이 많음
• 협업이 두렵지 않음
• 책임감이 강함
• 앱 개발에 보람을 느낌
• 1px 어긋난 것이 자꾸 눈에 밟힘
• 동작이 부드럽지 않으면 고치고 싶음
• 더 빨리 더 잘 만들 수 없을까 고민함
• 완벽만큼 완성을 중요하게 생각함
• 기술 질문: PNG와 JPG의 차이점, Dynamic Programming, Virtual Memory, Garbage Collection, Cache, Database Index 추가의 장단점, 비대칭 암호화, HDD, SSD, DRAM 성능, GIT의 장점",공고문 내 명시 없음,• Vrew 또는 vFlat 안드로이드 앱 개발,"딥러닝에 대한 믿음, 대자연에 대한 경외, 새로운 제품에 대한 모험, 동료들간의 신뢰, 사람에 대한 사랑을 바탕으로 일을 하고 있습니다.","• 신입 기준 최소 5,500만원 이상에서 협의
• 사무실: 서울 서초역에서 5분 거리, 마제스타시티 타워1 10층
• 합격보상: 지원자, 추천인 각 현금 50만원"
플링캐스트,안드로이드 개발자,경력 3-8년,상시채용,https://www.wanted.co.kr/wd/337734,"React Native,javascript,Typescript,Graphql,REST API,Apollo Cache,Redux,Styled component","• React native 3년 이상 실무 경력이 있으신 분
• javascript/Typescript를 활용한 개발이 가능하신 분
• Graphql, REST API 연동 경험이 있으신 분
• Apollo Cache, Redux 등 캐싱 데이터나 상태관리 툴 사용 경험이 있으신 분
• Styled component 등 디자인 라이브러리 사용이 가능하신 분",공고문 내 명시 없음,• 플링 앱 안드로이드 버전 신규 기능 개발 및 유지보수,공고문 내 명시 없음,"합격보상
지원자, 추천인 각 현금 50만원"
네이버페이비상장,Android 개발자,경력 3-7년,상시채용,https://www.wanted.co.kr/wd/358720,"Kotlin, Coroutines, Flow, RxJava, Jetpack Compose","• 3~7년차(또는 그에 준하는 역량)로 Android 앱을 개발했고, 릴리즈 이후 운영/개선 사이클을 경험해 보신 분
• Kotlin 기반 개발에 익숙하고 비동기/상태 관리(Coroutines/Flow 또는 RxJava)를 안정적으로 적용해 본 분
• Compose 기반 화면에서 상태/이벤트 흐름을 예측 가능하게 설계하고 유지보수해 본 경험이 있는 분
• 아키텍처 기반(MVVM/Clean 등)으로 기능을 설계, 구현하며 변경에 강한 구조와 테스트 용이성을 고려해 본 분
• 성능/안정성 이슈를 지표(Crash/ANR/프레임/지연 등)로 측정 ＞ 원인 분석 ＞ 개선 ＞ 재발 방지까지 수행한 경험이 있는 분
• 코드 리뷰 중심으로 협업하고 단위 테스트 등 개발 방식에 익숙한 분",공고문 내 명시 없음,"• 비상장 주식 서비스의 핵심 플로우(탐색/관심/주문/체결/자산)를 Android에서 설계, 구현하고 운영합니다.
• 실시간 데이터 스트리밍(SSE 등) 환경에서 경계 상황(끊김/중복/지연)을 고려해 화면 상태/데이터 정합성과 UX를 안정화합니다.
• Jetpack Compose 기반 UI를 개발하고 프레임/지연/메모리 관점에서 성능을 튜닝합니다.
• MVVM/Clean 등 아키텍처 관점에서 기능을 구조화하고, 모듈 경계/의존성을 정리하며 유지보수성과 확장성을 높입니다.
• Crash/ANR 등 지표를 기반으로 문제를 측정 ＞ 원인 분석 ＞ 개선 ＞ 재발 방지(테스트/리뷰)까지 완결합니다.",공고문 내 명시 없음,"• 합격보상: 지원자, 추천인 각 현금 50만원
• 복지포인트
• 건강검진지원
• 의료비지원"
백패커,안드로이드 개발자,1-3년,상시채용,https://www.wanted.co.kr/wd/350003,"Kotlin, Compose, XML, MVVM, ChatGPT, Claude, GitHub Copilot, Branch, Airbridge","Kotlin 언어에 대한 이해
상용 서비스 및 제품 개발에 참여한 경험
Compose 및 xml기반의 UI 개발 경험
MVVM 아키텍처 패턴 경험 또는 이해도
AI 도구 활용 경험: ChatGPT, Claude, GitHub Copilot 등
Branch 또는 Airbridge 등 MMP 툴을 활용한 딥링크 구현 및 트래킹 경험",공고문 내 명시 없음,"크라우드펀딩 플랫폼 텀블벅 서비스의 안드로이드 네이티브 앱 구현
앱 배포 및 운영
앱 최적화 및 고도화","모험과 험난한 여정 끝의 새로운 발견을 기대하는 배낭 여행자
높은 몰입도/그릿을 지닌 동료들과 함께 도전적 여정을 지속","건강검진지원
자기계발지원"
티비유,Android 개발자,경력 2년 이상,상시채용,https://www.wanted.co.kr/wd/248323,"Kotlin, Corutine, MVVM, Git, GitHub, JIRA, Android, Firebase, Jenkins","• 주요 기술 스택 : Kotlin, Corutine, MVVM
• 문제에 대한 면밀한 관찰력과, 문제를 해결하기 위한 커뮤니케이션 역량을 보유한 분",공고문 내 명시 없음,"• elecvery 전기차 자동 충전 서비스 개발
• AI기반 전기차 충전 플랫폼 elecvery 앱 고도화
• 앱에 대한 성능과 App crash 이력을 꼼꼼히 추적해나가며 Side effect를 줄이기 위한 앱 아키텍쳐 설계하고, 코드의 생산성을 높이기 위한 리팩토링과 Test Code를 만들어 나갑니다.
• 차량 연동 등 EV 모빌리티 시대에만 가능한 다양한 기능들을 개발해 나갑니다.","온전히 본인의 업무와 도메인에 집중할 수 있는 환경을 구성하고 있습니다. 구성원들 간에 수평적으로 소통하고, 빠르게 프로덕트 문제를 해결하며 검증하는 문화를 갖추고 있습니다.","• 건강검진지원
• 보너스
• 장비지원
• 유망산업
• 50명이하
• 스톡옵션
• 커피·스낵바
• 연봉 업계평균이상
• 설립4~9년
• 유연근무
• 통신비"
크림(KREAM),Android 서비스 개발자,경력 3-10년,상시채용,https://www.wanted.co.kr/wd/225696,"Android,Kotlin","• 3년 이상 Android 앱 개발 및 Play Store 출시 경험
• Kotlin 기반 Android 개발 능력","• 타 부서와의 원활한 커뮤니케이션 능력
• 코드 리뷰를 통한 팀 코드 품질 향상 경험","• KREAM Android 앱 핵심 기능 개발
• 실시간 입찰/즉시 구매 시스템의 사용자 경험 개선
• 커머스 결제 플로우 및 주문 관리 기능 고도화
• 개인화 추천 피드 및 컨텐츠 발견 기능 개발
• 앱 성능 최적화 및 안정성 향상
• 대용량 트래픽 대응을 위한 성능 개선 (로딩 속도, 메모리 관리)
• 크래시 분석 및 사용자 경험 모니터링을 통한 품질 개선
• 모던 Android 개발 환경 구축
• Jetpack Compose 기반 UI 시스템 마이그레이션
• 모듈화 아키텍처 설계 및 빌드 최적화",공고문 내 명시 없음,"• 의료비지원
• 식대지원
• 휴가비
• 유급휴가"
글로벌머니익스프레스,Mobile 개발자(iOS) (3년 이상),경력 3-15년,상시채용,https://www.wanted.co.kr/wd/349382,"Swift, UIKit, Git","• iOS 앱 개발 경력 3년 이상 ~ 15년 이하
• Swift 및 UIKit에 대한 깊은 이해
• 버전 관리(Git) 및 코드 협업 경험
• 다양한 직군과의 원활한 커뮤니케이션 역량
• 사용자 경험 중심의 개발 마인드",공고문 내 명시 없음,"• 글로벌 송금 앱의 Android 클라이언트 개발 및 유지보수
• 앱 성능 개선 및 버그 수정
• 프로덕트/디자인/서버 개발팀과의 협업을 통한 신규 서비스 기능 설계 및 구현
• 코드 리뷰 및 테스트를 통한 품질 관리
• 사용자 중심의 UX를 고려한 UI 구현 및 기능 개발
• 최신 Android 기술 및 트렌드 반영을 통한 코드 개선 및 품질 향상",공고문 내 명시 없음,"• 합격보상: 지원자, 추천인 각 현금 50만원
• 사내동호회
• 자기계발지원
• 보너스
• 육아휴직
• 닉네임사용
• 커피·스낵바
• 편의시설
• 자유로운휴가"
비누랩스,iOS 개발자 (책임급),경력 5-11년,2026.05.15,https://www.wanted.co.kr/wd/355489,"SwiftUI, UIKit, TCA, CI/CD, Combine","・iOS 개발 경력 5년 이상 (또는 그에 준하는 실력을 갖추신 분)
・SwiftUI를 활용한 상용 앱 배포 및 운영 경험이 있으신 분
・비동기 프로그래밍(Swift Concurrency, Combine 등)에 대한 깊은 이해가 있으신 분
・주도적으로 기술적 문제를 정의하고, 동료를 설득하여 해결책을 적용할 수 있는 분
・상용 앱에 테스트 코드를 작성하고 유지 보수해 본 경험이 있으신 분
・학사 이상 학위 소지자",공고문 내 명시 없음,"1) iOS 프로덕트 기능 개발 및 고도화
・SwiftUI 기반의 신규 기능 개발 및 UI/UX 인터랙션 구현
・기존 UIKit 기반 레거시 코드의 유지보수 및 SwiftUI/TCA로의 점진적 전환
2) 테스트 환경 구축 및 품질 엔지니어링
・지속 가능한 개발을 위한 테스트 환경 초기 구축 및 고도화
・CI/CD와 연동된 테스트 자동화 프로세스를 설계하고, 팀 내 테스트 문화를 리딩
3) 아키텍처 설계 및 기술 리딩
・Tuist를 활용한 모듈화 및 빌드 환경 최적화 주도
・복잡한 비즈니스 로직을 TCA 패턴에 맞춰 구조화하고 상태 관리 설계
・코드 리뷰를 통한 클린 코드 지향 및 주니어 개발자 멘토링",공고문 내 명시 없음,"건강검진지원
커피·스낵바
연봉상위11~20%
51~300명
설립4~9년
인원 급성장"
데브즈유나이티드게임즈,Swift를 활용한 Apple vision pro 용 서비스 및 게임 개발자,공고문 내 명시 없음,상시채용,https://www.wanted.co.kr/wd/357966,"Swift, visionOS, RealityKit, ARKit, SceneKit, Unity, Unreal","영어회화 상 수준 네이티브 구사 가능자
Swift 언어 및 iOS/macOS 런칭 경험 보유
visionOS / RealityKit / ARKit / SceneKit 등의 XR 관련 프레임워크 이해
VR 또는 3D 게임 엔진(Unity, Unreal, etc.) 경험
해외출장 결격사유 없는 분
자료구조, 알고리즘, 그래픽스 기초 및 수학적 사고 능력
팀 협업 및 코드 리뷰 경험",공고문 내 명시 없음,"Swift를 활용한 VR/MR 서비스 및 게임 기능 개발
애플 비젼프로로 프로젝트로 개발 및 런칭
3D 그래픽, 물리 시뮬레이션, 상호작용 시스템 구현
iOS / visionOS / XR 플랫폼에 맞춘 빌드, 성능 개선 및 디버깅
기획자·아티스트와 협업하여 신규 콘텐츠와 시스템 개발
플레이어 경험 개선을 위한 피드백 반영 및 유지보수",공고문 내 명시 없음,"건강검진지원
사내동호회
보너스
식대지원"
보이저엑스(VoyagerX),[Vrew/vFlat] iOS 개발자,신입-경력 3~5년,상시채용,https://www.wanted.co.kr/wd/82178,"iOS, Swift","• 개발을 좋아함
• 수학을 좋아함
• 딥러닝에 관심이 많음
• 협업이 두렵지 않음
• 책임감이 강함
• 앱 개발에 보람을 느낌
• 1px 어긋난 것이 자꾸 눈에 밟힘
• 동작이 부드럽지 않으면 고치고 싶음
• 더 빨리 더 잘 만들 수 없을까 고민함
• 완벽만큼 완성을 중요하게 생각함
• 기술 질문: PNG와 JPG의 차이점, Dynamic Programming, Virtual Memory, Garbage Collection, Cache, Database Index 추가의 장단점, 비대칭 암호화, HDD, SSD, DRAM 성능, GIT의 장점
• iOS 기술 질문: Swift의 주요 특징, MVC 패턴의 특징과 한계, Safe Area의 역할, 고차 함수의 개념과 활용 이점, 메모리 누수의 발생 원인과 weak/unowned의 차이, 버튼 연타 시 API 중복 호출 방지 방법, 이미지 리스트 성능 최적화 방법, Copy-On-Write의 동작 원리, Swift의 actor의 역할과 Data Race 방지 원리",공고문 내 명시 없음,• Vrew 또는 vFlat iOS 앱 개발,"딥러닝에 대한 믿음, 대자연에 대한 경외, 새로운 제품에 대한 모험, 동료들간의 신뢰, 사람에 대한 사랑을 바탕으로 일을 하고 있습니다.","• 연봉: 신입 기준 최소 5,500만원 이상에서 협의
• 사무실: 서울 서초역에서 5분 거리, 마제스타시티 타워1 10층
• 합격보상: 지원자, 추천인 각 현금 50만원"
넛지헬스케어(캐시워크),iOS 개발자,신입,상시채용,https://www.wanted.co.kr/wd/130049,"RxSwift, ReactorKit, SwiftUI, TCA, Tuist, Fastlane, SwiftLint, XcodeCloud",병역특례 대상자 (산업기능요원·전문연구요원),공고문 내 명시 없음,iOS 앱 개발,"쾌적한 근무환경, 1층에 임직원 용 카페테리아 운영 (전 메뉴 50% 무제한 할인)","복지포인트, 식대지원, 건강검진지원"
왓챠,iOS 개발자,경력 3년 이상,상시채용,https://www.wanted.co.kr/wd/357797,공고문 내 명시 없음,"- iOS 개발 경력 3년 이상 또는 그에 준하는 역량을 갖추신 분
- 주어진 태스크 너머의 맥락을 읽고, 문제를 발견해 해결책까지 제안할 수 있는 분
- 협업 감각이 있는 분 — 원격 근무가 있는 만큼, 필요한 맥락을 먼저 공유하고 다른 팀과 일할 때도 상대 입장을 헤아리실 수 있는 분
- 내 생각이 정답이 아닐 수 있다는 가능성을 늘 열어두시는 분 — 확신과 유연함 사이에서 건강한 균형을 유지할 수 있는 분
- 원칙에 매몰되지 않고 본질을 잡으시는 분 — 상황에 맞게 유연하게 판단하고 움직일 수 있는 분",공고문 내 명시 없음,"- 왓챠, 왓챠피디아, 숏챠 iOS 앱 전 영역의 개발
- 플레이어, 콘텐츠 서비스 등 다양한 도메인을 오가며 제품 개발
- 아키텍처와 개발 프로세스 개선을 함께 이끌어가는 일
- AI 도구를 활용한 개인·팀 생산성 향상 실험","- 목적 조직으로 움직여요. 왓챠·숏챠의 플레이어, 피디아의 콘텐츠 서비스 등 다양한 도메인을 오가며 폭넓은 경험을 쌓으실 수 있어요.
- 제품 개발과 함께 아키텍처와 개발 프로세스도 함께 다듬어가요. 잘 만드는 것만큼, 잘 만들 수 있는 환경을 만드는 일도 중요하게 생각해요.
- 도전에 열려 있고, 실패에서 배워요. 새로운 시도가 늘 성공하진 않지만, 그 과정에서 남은 배움이 팀의 자산이 된다고 믿어요.
- AI 도구를 회사 차원에서 지원해요. 이를 활용해 개인과 팀의 생산성을 끌어올리는 다양한 실험을 해볼 수 있어요.","- 병역특례 지원 가능
- 합격보상: 지원자, 추천인 각 현금 50만원
- 장비지원
- 커피·스낵바
- 식대지원
- 건강검진지원
- 연봉상위11~20%
- 누적투자100억이상
- 예비 유니콘"
